rank,name,floor,_24h_vol,total_vol,owners,items
953,Letters,-,0.0,81,788,1.000
954,Broadcasters,0.009,0.0,0,"2,461",7.776
955,Galactic Secret Agency,0.0085,0.0,0,"2,658",9.999
956,APE HARMONY MONSTER CLUB,-,0.0,0,418,1.111
957,Savage Nation,-,0.0,0,"1,941",7.777
958,Bobo Degen Apocalypse,0.1,0.0,3,"2,600",9.395
959,Space Doodles,-,0.0,272,937,5.742
960,Sorare,0.01,0.0,0,"17,156",336.036
961,Guardians of the Metaverse,0.055,0.0,4,"3,145",10.000
962,Alien Secret Society,0.1,0.0,2,"5,357",9.994
963,MonsterBuds,0.0124,0.0,1,"3,375",12.300
964,YondoMondo x TeamSeas: Shark,-,0.0,0,1,1
965,Goblin Goons,0.01,0.0,0,"1,426",8.499
966,J. Pierce & Friends,0.035,0.0,1,"1,917",4.000
967,KLEEE02,2.75,0.0,0,171,360
968,Zenogakki,0.023,0.0,2,"2,319",9.999
969,Fishy Fam,0.0599,0.0,60,"5,363",9.999
970,Cypher Collection,0.17,0.0,5,"1,452",3.108
971,ApeDads,0.5,0.0,5,"2,214",4.000
972,Flower Fam - Oasis Gardens,0.4,0.0,0,651,5.733
973,Art Blocks x Pace,1.325,0.0,20,558,1.227
974,KILLABITS,1.398,0.0,11,538,3.333
975,RENGA Black Box,4.0816,0.0,333,802,10.000
976,AINightbirds,0.0249,0.0,138,"3,468",10.000
977,Froggies,-,0.0,0,"1,588",4.096
978,Unisocks,-,0.0,0,120,149
979,"1,989 Sisters",0.5,0.0,18,765,1.989
980,POW,0.0523,0.0,5,"1,505",4.444
981,We Are All Going to Die,0.102,0.0,646,"2,044",6.666
982,Nas: N.Y. State of Mind,-,0.0,0,21,22
983,Void Attractors,-,0.0,0,212,569
984,Rabbitars,0.07,0.0,8,"5,388",11.953
985,Plasticity by p4stoboy,2,0.0,5,329,555
986,Pele: Bicycle Kick Epic,-,0.0,0,124,200
987,Crazy Babies,-,0.0,0,"2,205",3.877
988,Poop Pass,0.1,0.0,0,"4,343",8.008
989,Catharsis by Dario Lanza,1,0.0,0,503,999
990,Prime Ape Planet,0.13,0.0,81,"3,323",7.979
991,Immortalz,-,0.0,0,"1,752",4.517
992,RELI3F UKR: Drop 2,-,0.0,0,978,25
993,888 Inner Circle - Yellow Realm,0.009,0.0,0,"1,805",3.204
994,Commoners by Commonopoly,0.0306,0.0,5,"2,384",6.969
995,CyberRonin Haruka,0.029,0.0,5,"1,904",5.555
996,PUNKS Comic 3 Holo,-,0.0,0,128,150
997,Gold Hunt Game,-,0.0,0,"1,441",39.998
998,Super Cool World,0.249,0.0,96,"1,359",5.080
999,ShitBeast,0.049,0.0,277,"2,485",10.000
1000,SpaceBoysNFT,0.021,0.0,4,"4,613",8.888
1001,Squishiverse,0.1776,0.0,72,905,8.888
1002,DeLorean (DMC) x Riocam #1,-,0.0,0,1,1
1003,MoonOracles,-,0.0,0,"1,590",6.665
1004,CryptoSpells,-,0.0,0,60,493
1005,Phanta Bear,0.28,0.0,391,"5,105",10.000
1006,PUNKS 2: TROPO Collector's Edition,0.5,0.0,8,701,750
1007,e9Art,-,0.0,0,418,950
1008,ThankYouX + mpkoz,19.69,0.0,0,346,512
1009,Isekai Meta,0.095,0.0,82,"2,730",7.777
1010,Wavelength,0.345,0.0,37,674,1.111
1011,dcl://rac_basics,-,0.0,0,1,3
1012,DGFamily Glass,1.5306,0.0,326,788,4.935
1013,First Day Out,0.0398,0.0,6,"6,354",10.351
1014,Maluma: Parallel Universe,-,0.0,0,68,80
1015,LinksDAO,0.49,0.0,113,"5,349",9.090
1016,SubwayRats,0.02,0.0,5,"3,019",9.998
1017,Neo Tokyo: Outer Identities,0.7173,0.0,187,676,4.495
1018,Starcatchers,0.0481,0.0,67,"5,244",10.000
1019,Animal Coloring Book,-,0.0,0,455,939
1020,Katatonik,0.033,0.0,1,826,2.500
